dataset,building_id,building_type,metric,metric_type,value
bdg-2:rat,Rat_office_Rosemary,commercial,nmbe_6,hour_of_day,0.0746222734451294
bdg-2:rat,Rat_office_Rosemary,commercial,nmbe_7,hour_of_day,0.14435113966464996
bdg-2:rat,Rat_office_Rosemary,commercial,nmbe_8,hour_of_day,0.15412862598896027
bdg-2:rat,Rat_office_Rosemary,commercial,nmbe_9,hour_of_day,0.1382465958595276
bdg-2:rat,Rat_office_Rosemary,commercial,nmbe_10,hour_of_day,0.13683933019638062
bdg-2:rat,Rat_office_Rosemary,commercial,nmbe_11,hour_of_day,0.14066457748413086
bdg-2:rat,Rat_office_Rosemary,commercial,nmbe_12,hour_of_day,0.14158323407173157
bdg-2:rat,Rat_office_Rosemary,commercial,nmbe_13,hour_of_day,0.11662467569112778
bdg-2:rat,Rat_office_Rosemary,commercial,nmbe_14,hour_of_day,0.10958258807659149
bdg-2:rat,Rat_office_Rosemary,commercial,nmbe_15,hour_of_day,0.07102542370557785
bdg-2:rat,Rat_office_Rosemary,commercial,nmbe_16,hour_of_day,-0.03017190471291542
bdg-2:rat,Rat_office_Rosemary,commercial,nmbe_17,hour_of_day,-0.012699099257588387
bdg-2:rat,Rat_office_Rosemary,commercial,nmbe_18,hour_of_day,-0.005012865178287029
bdg-2:rat,Rat_office_Rosemary,commercial,nmbe_19,hour_of_day,0.00985800288617611
bdg-2:rat,Rat_office_Rosemary,commercial,nmbe_20,hour_of_day,0.00272195553407073
bdg-2:rat,Rat_office_Rosemary,commercial,nmbe_21,hour_of_day,0.0034280302934348583
bdg-2:rat,Rat_office_Rosemary,commercial,nmbe_22,hour_of_day,0.009985793381929398
bdg-2:rat,Rat_office_Rosemary,commercial,nmbe_23,hour_of_day,0.001193562406115234
bdg-2:rat,Rat_office_Rosemary,commercial,nmae_0,hour_of_day,0.03688874468207359
bdg-2:rat,Rat_office_Rosemary,commercial,nmae_1,hour_of_day,0.055466290563344955
bdg-2:rat,Rat_office_Rosemary,commercial,nmae_2,hour_of_day,0.06692149490118027
bdg-2:rat,Rat_office_Rosemary,commercial,nmae_3,hour_of_day,0.06737475097179413
bdg-2:rat,Rat_office_Rosemary,commercial,nmae_4,hour_of_day,0.07401775568723679
bdg-2:rat,Rat_office_Rosemary,commercial,nmae_5,hour_of_day,0.13506750762462616
bdg-2:rat,Rat_office_Rosemary,commercial,nmae_6,hour_of_day,0.19221457839012146
bdg-2:rat,Rat_office_Rosemary,commercial,nmae_7,hour_of_day,0.2251572608947754
bdg-2:rat,Rat_office_Rosemary,commercial,nmae_8,hour_of_day,0.2479393035173416
bdg-2:rat,Rat_office_Rosemary,commercial,nmae_9,hour_of_day,0.2659544050693512
bdg-2:rat,Rat_office_Rosemary,commercial,nmae_10,hour_of_day,0.2700222432613373
bdg-2:rat,Rat_office_Rosemary,commercial,nmae_11,hour_of_day,0.26569032669067383
bdg-2:rat,Rat_office_Rosemary,commercial,nmae_12,hour_of_day,0.2560485601425171
